ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor,Url
10264689,Pepe Jeans Men Red & White Striped Slim Fit Round Neck T-shirt,Pepe Jeans,Men,699,5,"Red and White striped T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ROUND NECK TSHIRT.Y/D STRIPER.WITH POCKET DETAIL.LOGO IN FLOCK PRINT.SHORT SLEEVES.", Red,Pepe Jeans Men Red & White Striped Slim Fit Round Neck T-shirt
1026771,Sonari Pack of 2 Full-Coverage Bras afreen,Sonari,Women,750,4,"Pack of two full-coverage bras in lavender and khakiEach has non-padded and non-wired cups, adjustable shoulder straps, hook-and-eye closures on the back Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage Bras afreen
10263813,SEIKO White Round Solid Analogue Octogonal Wall Clock,SEIKO,Unisex,4800,4,Colour: WhiteType: Analogue Octogonal Wall ClockDesign: RegularPattern: SolidShape: Octogonal Theme: ContemporaryMaterial: Wood, White,SEIKO White Round Solid Analogue Octogonal Wall Clock
10266981,Levis Men Navy Blue Lace-Up Sneakers,Levis,Men,5999,7,"A pair of round-toe navy blue sneakers, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Levis Men Navy Blue Lace-Up Sneakers
10265135,BEAT LONDON by PEPE JEANS Men Red Printed Slim Fit Round Neck T-shirt,BEAT LONDON by PEPE JEANS,Men,699,5,"Red printed T-shirt, has a round neck, and short sleeves", Red,BEAT LONDON by PEPE JEANS Men Red Printed Slim Fit Round Neck T-shirt
10263185,Pepe Jeans Men Black Slim Fit Wrinkle Free Chinos Trousers,Pepe Jeans,Men,1399,6,  Black woven chinos   Slim fit   Mid-rise   Length:  regular   Pattern: solid   Flat-front design   Feature:  wrinkle free   5 pockets  , Black,Pepe Jeans Men Black Slim Fit Wrinkle Free Chinos Trousers
10266997,Levis Men Brown Solid Sneakers,Levis,Men,2799,7,"A pair of round-toe brown sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 yearWarranty provided by brand/manufacturer", Brown,Levis Men Brown Solid Sneakers
10266907,Levis Men White Slip-On Sneakers,Levis,Men,1399,7,"A pair of round-toe white slip-on sneakers, has regular styling, slip-on detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", White,Levis Men White Slip-On Sneakers
1026933,Sonari Pack of 2 Full-Coverage Bras,Sonari,Women,780,2,"Pack of two full-coverage bras in lavender and purple, each has adjustable and detachable multiway shoulder straps, elasticated underbust, non-padded and non-wired cups, hook-and-eye closure on the back Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage Bras
10262795,Pepe Jeans Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1899,7,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- STRUCTURED DENIM- STYLISED POCKET SLIMFIT- MID RISE  JEANS,  UNIQUE WEAVE TECHNOLOGY IMPARTING FABRIC CHARACTERISTIC  WITH SQUARE GRID-LIKE IMPRESSION, LIGHTLY FADED,  ZIP FLY WITH 5 BELT  LOOPS",Blue,Pepe Jeans Men Blue Slim Fit Low-Rise Clean Look Stretchable Jeans
10268089,Calvin Klein Jeans Men Grey Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2089,5,"Grey printed T-shirt, has a round neck, and short sleeves", Grey,Calvin Klein Jeans Men Grey Printed Round Neck T-shirt
10266011,Jompers Women Red Solid Wide Leg Palazzos,Jompers,Women,699,6,"A pair of red solid woven wide leg fit Palazzos, opaque, and slip-on closure", Red,Jompers Women Red Solid Wide Leg Palazzos
10266625,Chopard Women Brilliant Wish W Eau de Perfume 30ml,Chopard,Women,2205,2,Chopard Women Brilliant Wish W Eau de Parfum 30ml,,Chopard Women Brilliant Wish W Eau de Perfume 30ml
10266801,Levis Men Navy Blue Sneakers,Levis,Men,3499,7,"A pair of round-toe navy blue sneakers, has regular styling, lace-up detailCanvas upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Levis Men Navy Blue Sneakers
10271401,hummel Women Black Hooded Sweatshirt,hummel,Women,919,5,"Black sweatshirt, has a hood, long sleeves, straight hem", Black,hummel Women Black Hooded Sweatshirt
10261913,Belle Fille Women White & Red Floral Print Regular Shorts,Belle Fille,Women,499,5,"White, red and green floral print mid-rise regular shorts, has 2 pockets, and button closure", Red,Belle Fille Women White & Red Floral Print Regular Shorts
10262305,Puma Unisex White Pacer Next Excel VariKnit Sneakers,Puma,Unisex,3574,5,Special Technologies:SoftFoam + sockliner: Sock structure for flexible fit and long-lasting comfortProduct Design Details:       Knitted upper with synthetic leather overlaysGradient midsole designFlexible slip-on sock structure for comfort fitWrap-around lace-through TPU overlays for added midfoot stability and supportEVA midsole for lightweight cushioningRubber outsole provides full ground contact and gripPUMA Cat Logo on lateral sideHeel and tongue pull tabs for easy on/off, White,Puma Unisex White Pacer Next Excel VariKnit Sneakers
10265441,Pepe Jeans Men Burgundy & White Slim Fit Printed Round Neck T-shirt,Pepe Jeans,Men,649,5,"Burgundy and white printed T-shirt, has a round neck, and short sleeves Design Details-PEPE JEANS MENS ALL OVER ABSTRACT PRINTED ROUND NECK SHORT SLEEVE SLIM FIT TSHIRT,SOFT WASHED", White,Pepe Jeans Men Burgundy & White Slim Fit Printed Round Neck T-shirt
10268221,Calvin Klein Jeans Men Black Solid Round Neck T-shirt,Calvin Klein Jeans,Men,2999,5,"Black solid T-shirt, has a round neck, and long sleeves, 1 pocket with checked detailing", Black,Calvin Klein Jeans Men Black Solid Round Neck T-shirt
10262387,Ives Women Taupe Solid Shirt Style Top,Ives,Women,494,5,"Taupe solid woven shirt style top, has a mandarin collar, short sleeves, and button closure",,Ives Women Taupe Solid Shirt Style Top
10266797,Levis Men White Sneakers,Levis,Men,2999,7,"A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", White,Levis Men White Sneakers
10264839,Pepe Jeans Men Red Solid Polo Collar T-shirt,Pepe Jeans,Men,749,5,"Red solid T-shirt, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.Y/D BRANDED TAPE DETAIL AT SHOULDER.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.", Red,Pepe Jeans Men Red Solid Polo Collar T-shirt
10264371,Pepe Jeans Men Navy Blue & White Regular Fit Checked Reversible Casual Shirt,Pepe Jeans,Men,1299,5,"Navy blue and white checked casual shirt, has a spread collar, long sleeves, snap button placket, and curved hem",Blue,Pepe Jeans Men Navy Blue & White Regular Fit Checked Reversible Casual Shirt
10263313,Fos Lighting Gold-Toned Mini Torchiere Wall Lamp,Fos Lighting,Unisex,2775,4,This simple chic wall light will add a designer touch to your bathroom; with its long tubular fluted glass it will look fabulous when hung on either side of a mirror and sits as comfortably in a modern setting as it does a traditional one., Gold,Fos Lighting Gold-Toned Mini Torchiere Wall Lamp
10261739,Mochi Women Green Solid Kitten Heels,Mochi,Women,1014,5,"A pair of green open toe kitten heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a kitten heelWarranty: 1 monthWarranty provided by brand/manufacturer", Green,Mochi Women Green Solid Kitten Heels
10274495,Calvin Klein Jeans Men Grey Tapered Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7199,7,"Grey with a tinge of navy blue medium wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Red,Calvin Klein Jeans Men Grey Tapered Fit Mid-Rise Clean Look Stretchable Jeans
10274569,Parx Men Blue Sneakers,Parx,Men,2499,5,"A pair of round-toe blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsole",Blue,Parx Men Blue Sneakers
10264121,Pepe Jeans Men Navy Blue Regular Fit Printed Casual Shirt,Pepe Jeans,Men,1099,5,"Navy blue printed casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Blue,Pepe Jeans Men Navy Blue Regular Fit Printed Casual Shirt
10274441,Calvin Klein Jeans Men Off-White Slim Fit Mid-Rise Clean Look Jeans,Calvin Klein Jeans,Men,4799,7,"Off-White light wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops", White,Calvin Klein Jeans Men Off-White Slim Fit Mid-Rise Clean Look Jeans
10267709,Calvin Klein Jeans Men Blue Printed Round Neck T-shirt,Calvin Klein Jeans,Men,1979,5,"Blue printed T-shirt, has a round neck, and short sleeves",Blue,Calvin Klein Jeans Men Blue Printed Round Neck T-shirt
10274447,Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7799,5,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans
10274555,Parx Men White Sneakers,Parx,Men,1374,5,"A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole", White,Parx Men White Sneakers
10262345,Puma Unisex Black Mesh Mid-Top Escaper Core Sneakers,Puma,Unisex,2974,5,"PRODUCT DESIGN DETAILS:A pair of black running sports shoes, has mid-top styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black,Puma Unisex Black Mesh Mid-Top Escaper Core Sneakers
10267003,Levis Men White Colourblocked Synthetic Leather Mid-Top Sneakers,Levis,Men,6999,7,"A pair of round-toe white & black sneakers, has mid-top styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", White,Levis Men White Colourblocked Synthetic Leather Mid-Top Sneakers
10265919,Jompers Women Turquoise Blue Solid Straight Kurta,Jompers,Women,584,5,"Turquoise blue solid straight kurta, has a mandarin collar, full button placket, three-quarter sleeves, straight hem, and multiple slits",Blue,Jompers Women Turquoise Blue Solid Straight Kurta
10274393,House of Pataudi Women Maroon Embroidered A-Line Kurta,House of Pataudi,Women,1499,4,"Maroon Embroidered A-line kurta, has a keyhole neck, three-quarter sleeves, flared hem, concealed zip closure", Red,House of Pataudi Women Maroon Embroidered A-Line Kurta
10274489,Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,7799,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Calvin Klein Jeans Men Blue Slim Fit Mid-Rise Clean Look Stretchable Jeans
10266791,Levis Men Navy Blue Lace-Up Sneakers,Levis,Men,3999,7,"A pair of round-toe navy blue & navy blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Levis Men Navy Blue Lace-Up Sneakers
10261291,612 league Boys Blue Solid Track Pants,612 league,Boys,574,4,"Blue solid mid-rise knitted track pants, has an elasticated waistband with drawstring fastening, three pockets",Blue,612 league Boys Blue Solid Track Pants
10273985,ONLY Women Yellow & Pink Regular Fit Printed Parallel Trousers,ONLY,Women,1199,5,"Yellow and Pink printed mid-rise trousers, slip-on closure, and 4 pockets", Yellow,ONLY Women Yellow & Pink Regular Fit Printed Parallel Trousers
10263517,Pepe Jeans Men Black Self-Striped Sweatshirt,Pepe Jeans,Men,1559,5,"Black self-striped sweatshirt, has a mock collar, two pockets, long sleeves, zip closure, straight hem", Black,Pepe Jeans Men Black Self-Striped Sweatshirt
10274525,Calvin Klein Jeans Men Black Slim Fit Light Fade Stretchable Jeans,Calvin Klein Jeans,Men,5999,7,"  Dark light fade black jeans   Slim fit,  mid-rise   Clean look   Stretchable   5 pocket   Length: regular  ", Black,Calvin Klein Jeans Men Black Slim Fit Light Fade Stretchable Jeans
1027237,ether Men Navy Blue Slim Fit Anti Microbial Cotton Linen Shirt,ether,Men,1299,7,"Navy blue anti-microbial cotton linen casual shirt, has a mandarin collar, full button placket, long sleeves, curved hemlineFeatures & Benefits:- anti microbial finish- optimum length- signature knit yoke for added comfort.",Blue,ether Men Navy Blue Slim Fit Anti Microbial Cotton Linen Shirt
10265929,Jompers Women Peach-Coloured Solid Straight Kurta,Jompers,Women,1199,5,"Peach-Coloured solid straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits, button closures", Red,Jompers Women Peach-Coloured Solid Straight Kurta
10266023,Jompers Women Black Solid Straight Palazzos,Jompers,Women,699,6,"A pair of black solid woven straight fit Palazzos, opaque, and slip-on closure", Black,Jompers Women Black Solid Straight Palazzos
10263785,Fancy Mart Green Artificial Coco Bonsai With Pot,fancy mart,Unisex,480,3,Set content: 1 Artificial plant with potPlant type: Artificial coco bonsai plantPlant colour: GreenPot colour: Brown, Green,Fancy Mart Green Artificial Coco Bonsai With Pot
10274743,Calvin Klein Jeans Men Grey Solid Straight Fit Joggers,Calvin Klein Jeans,Men,2749,5,"Grey solid joggers, has an elasticated waistband with drawstring fastening, 2 pockets and cuffed hem", Grey,Calvin Klein Jeans Men Grey Solid Straight Fit Joggers
10267791,Calvin Klein Jeans Men White & Black Striped Polo T-shirt,Calvin Klein Jeans,Men,2759,5,"White and black striped T-shirt, has a polo collar, and short sleeves", Black,Calvin Klein Jeans Men White & Black Striped Polo T-shirt
10274623,Parx Men White Sneakers,Parx,Men,1999,5,"A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole", White,Parx Men White Sneakers
10274905,Studio Voylla Silver-Toned & Black Silver-Plated Contemporary Jhumkas,Studio Voylla,Women,375,4,Silver-Toned and Black Contemporary Earrings and silver-platedSecured with a post and back closure, Black,Studio Voylla Silver-Toned & Black Silver-Plated Contemporary Jhumkas
10275121,Vero Moda Women Coral Pink Self Design Top,Vero Moda,Women,699,7,"Coral pink self-design woven regular top, has a round neck, sleeveless, attached lining and button closure", Pink,Vero Moda Women Coral Pink Self Design Top
10266653,Michael Kors Women Midnight Shimmer Eau de Parfum 100 ml,Michael Kors,Women,6750,2,"What it is:Michael Kors Midnight Shimmer is sparkling and captivating. Its the perfect finishing touch for her before a glamorous night out. Midnight Shimmer is a rich, woody fragrance destined to illuminate your evening with an addictive blend of soft musk, jasmine petals and sensual vanilla, a note loved the world overFragrance Notes:Top Note : MuskHeart Note: JasmineBase Note: VanillaMidnight Shimmer seduces the senses from the very beginning as soft musk caresses the skin with its warm embrace. The tempting ambiance continues as jasmine petals fall in the heart, their seductive trail accentuated by a smooth, creamy vanilla base.",,Michael Kors Women Midnight Shimmer Eau de Parfum 100 ml
10274855,Studio voylla Women Silver-Plated Oxidised Choker,Studio Voylla,Women,3475,4,Silver-plated and brown oxidised choker necklaceMaterial: BrassClosure: Drawstring, Silver,Studio voylla Women Silver-Plated Oxidised Choker
1026769,Sonari Pack of 2 Bras afreen,Sonari,Women,750,4,"Pack of two full-coverage bras in pink and purpleEach bra has non-padded and non-wired cups, a bow detail on the centre front, elasticated and adjustable shoulder straps, hook-and-eye closure on the back for an adjustable fit Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Bras afreen
10262125,Puma Men Grey Mesh Running Shoes,Puma,Men,2274,4,"PRODUCT DESIGN DETAILS:A pair of grey & green running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Grey,Puma Men Grey Mesh Running Shoes
10266823,Levis Men Brown Sneakers,Levis,Men,1399,7,"A pair of round-toe brown sneakers, has regular styling, lace-up detailSynthetic Leather upperComfort footbedHigh shock absorptionTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown,Levis Men Brown Sneakers
10265139,Pepe Jeans Men Blue Solid Polo Collar T-shirt,Pepe Jeans,Men,749,5,"Blue solid T-shirt with grindle effect, has a polo collar, and short sleeves Design Details-PEPE JEANS MENS POLO.HIGH DENSITY LOGO PRINT.GRINDLE PIQUE FABRIC.REGULAR FIT.SHORT SLEEVE.SOFT WASHED.",Blue,Pepe Jeans Men Blue Solid Polo Collar T-shirt
10261293,612 league Girls Peach-Coloured & Black Striped Round Neck T-shirt,612 league,Girls,354,3,"Peach-coloured and black striped T-shirt with applique detail, has a round neck, and short sleeves", Red,612 league Girls Peach-Coloured & Black Striped Round Neck T-shirt
10274847,Studio Voylla Silver-Toned Silver-Plated Contemporary Drop Earrings,Studio Voylla,Women,367,4,Silver-Toned Contemporary Earrings and silver-platedSecured with a post and back closure, Silver,Studio Voylla Silver-Toned Silver-Plated Contemporary Drop Earrings
10274859,Studio Voylla Silver-Toned Silver-Plated Contemporary Drop Earrings,Studio Voylla,Women,489,4,Silver-Toned Contemporary Earrings and silver-platedSecured with a post and back closure, Silver,Studio Voylla Silver-Toned Silver-Plated Contemporary Drop Earrings
10262879,Pepe Jeans Men Grey Kylan Soho Skinny Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1649,7,"Grey medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-73 FASHION- SIGNARATURE BRAND CARRIER STYLISED 5 POCKET SKINNY FIT- LOW RISE  JEANS, LIGHT GREY-  LIGHTLY FADED- CLEAN LOOK,  ZIP FLY & 5 BELT LOOPS", Grey,Pepe Jeans Men Grey Kylan Soho Skinny Fit Low-Rise Clean Look Stretchable Jeans
1026777,Sonari Pack of 2 Full-Coverage Bras afreen,Sonari,Women,750,4,"Pack of two full-coverage bras in magenta and khakiEach has non-padded and non-wired cups, adjustable shoulder straps, hook-and-eye closures on the back Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage Bras afreen
10261991,Belle Fille Women Navy Blue & White Printed Blouson Top,Belle Fille,Women,499,5,"Navy blue and white printed woven blouson top with smocking, has a choker neck, short extended sleeves, button closure",Blue,Belle Fille Women Navy Blue & White Printed Blouson Top
10261673,Mochi Women Beige Solid Heels,Mochi,Women,1194,5,"A pair of beige open toe heels, has regular styling, backstrap detailSynthetic upperCushioned footbedTextured and patterned outsole, has a wedge heelWarranty: 1 monthWarranty provided by brand/manufacturer", Beige,Mochi Women Beige Solid Heels
10265467,Miss Chase Women Navy Blue Solid Basic Jumpsuit,Miss Chase,Women,899,6,"Navy Blue solid basic jumpsuit, has a V-neck, sleeveless, a zip closure",Blue,Miss Chase Women Navy Blue Solid Basic Jumpsuit
1026819,Sonari Pack of 2 Full-Coverage Bras,Sonari,Women,750,4,"Pack of two full-coverage bras in maroon and purpleEach has non-padded and non-wired cups, bow detail on the centre front, elasticated shoulder straps, Two rows of hook-and-eye closure on the back Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage Bras
1027089,Sonari Pack of 2 Full-Coverage T-shirt Bras cristina,Sonari,Women,920,4,"Pack of two full-coverage T-shirt bras in maroon and whiteEach has non-wired, non-padded and seamless cups, adjustable shoulder straps, bow detail on the front, three rows of double hook-and-eye closures on the back for an adjustable fit Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage T-shirt Bras cristina
1026757,Sonari Pack of 2 Bras afreen,Sonari,Women,750,4,"Pack of two full-coverage bras in pink and magentaEach bra has non-padded and non-wired cups, a bow detail on the centre front, elasticated and adjustable shoulder straps, hook-and-eye closure on the back for an adjustable fit Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Bras afreen
10274471,Calvin Klein Jeans Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans,Calvin Klein Jeans,Men,5999,7,"Black dark wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops", Black,Calvin Klein Jeans Men Black Slim Fit Low-Rise Clean Look Stretchable Jeans
10264273,Pepe Jeans Men White & Navy Blue Regular Fit Printed Casual Shirt,Pepe Jeans,Men,999,5,"White and navy blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue,Pepe Jeans Men White & Navy Blue Regular Fit Printed Casual Shirt
10266925,Levis Men Black Sneakers,Levis,Men,3999,7,"A pair of round-toe black sneakers, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Black,Levis Men Black Sneakers
10263005,Ira Soleil Women Pink Solid Cropped Bardot Top,Ira Soleil,Women,699,4,"Pink solid woven cropped bardot top with lace detail, has an off-shoulder neck, long slit bell sleeves", Pink,Ira Soleil Women Pink Solid Cropped Bardot Top
10263009,Ira Soleil Women White Floral Printed Fit and Flare Dress,Ira Soleil,Women,899,4,"White printed dress, has a round neck, short sleeves, high-low hem", White,Ira Soleil Women White Floral Printed Fit and Flare Dress
10262423,Ives Women Taupe Solid Layered Top,Ives,Women,494,5,"Taupe solid woven layered top, has a V-neck, short sleeves with cut-out detail, high-low hem", Red,Ives Women Taupe Solid Layered Top
10269883,DOROTHY PERKINS Women Black Solid Petite Treggings,DOROTHY PERKINS,Women,871,3,"Black solid knitted treggings, has an elasticated waistaband with slip-on closure", Black,DOROTHY PERKINS Women Black Solid Petite Treggings
1026793,Sonari Pack of 2 Full-Coverage Bras afreen,Sonari,Women,750,4,"Pack of two bras in lavender and pinkTwo full-coverage bras, have non-padded and non-wired cups, adjustable shoulder straps, hook-and-eye closures on the back Owing to the intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage Bras afreen
10267899,Calvin Klein Jeans Men White Printed Round Neck T-shirt,Calvin Klein Jeans,Men,2099,5,"White printed T-shirt, has a round neck, and short sleeves", White,Calvin Klein Jeans Men White Printed Round Neck T-shirt
10264535,Saadgi Women White Chikankari Floral Embroidered Handloom Straight Kurta,Saadgi,Women,720,5,"White chikankari embroidered handloom straight kurta with sequinned and crochet detail, has a mandarin collar, short sleeves, straight hem, and side slits", Red,Saadgi Women White Chikankari Floral Embroidered Handloom Straight Kurta
10274563,Parx Men White Solid Sneakers,Parx,Men,1999,5,"A pair of round-toe white sneakers, has regular styling, lace-up detailSynthetic upperCushioned footbedTextured and patterned outsole", White,Parx Men White Solid Sneakers
1026918,Sonari Pack of 2 Full-Coverage Bras,Sonari,Women,780,4,"Pack of two bras in black and nude-colour, a bow detail on the front centre, each has adjustable shoulder straps, elasticated detail under the bust, non-padded and non-wired cups Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage Bras
1027083,Sonari Pack of 2 Full-Coverage T-shirt Bras cristina,Sonari,Women,920,4,"Pack of two full-coverage T-shirt bras in black and maroonEach has non-wired, non-padded and seamless cups, adjustable shoulder straps, bow detail on the front, three rows of double hook-and-eye closures on the back for an adjustable fit Owing to intimate nature of this product it is eligible for self-ship return only (no pick-up facility)",,Sonari Pack of 2 Full-Coverage T-shirt Bras cristina
10274313,INVU Women Black Square Sunglasses B2900C,INVU,Women,2016,5,Lens colour: BlueLens feature: UV Protected LensFrame material: PlasticFrame style: Half RimBest suited for: Oval face shapeComes in a INVU coverWarranty: 1 yearWarranty provided by brand/manufacturer, Black,INVU Women Black Square Sunglasses B2900C
10270919,Flying Machine Women Blue Straight Fit Mid-Rise Clean Look Stretchable Jeans,Flying Machine,Women,719,7,"Blue medium wash 3-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue,Flying Machine Women Blue Straight Fit Mid-Rise Clean Look Stretchable Jeans
10266699,ONLY Women Navy Blue & Mustard Brown Regular Fit Striped Casual Shirt,ONLY,Women,1119,5,"Navy blue and mustard brown striped casual shirt, has a spread collar, long sleeves, concealed button placket, curved hem, and 2 flap pockets",Blue,ONLY Women Navy Blue & Mustard Brown Regular Fit Striped Casual Shirt
10261993,Belle Fille Women Black & White Printed Round Neck T-shirt,Belle Fille,Women,499,5,"Black and White printed T-shirt, has a round neck, and short sleeves", Black,Belle Fille Women Black & White Printed Round Neck T-shirt
10266315,Saree mall Grey & Green Floral Print Saree,Saree mall,Women,1061,6,"Design Detail:Grey, green and pink floral print saree, has a solid borderBlouse PieceThe model is wearing a stitched version of the blouse. The saree comes with an unstitched blouse piece", Green,Saree mall Grey & Green Floral Print Saree
10274433,Calvin Klein Jeans Men Blue Athletic Taper Fit Mid-Rise Clean Look Stretchable Jeans 056,Calvin Klein Jeans,Men,7799,7,"Blue dark wash 5-pocket mid-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue,Calvin Klein Jeans Men Blue Athletic Taper Fit Mid-Rise Clean Look Stretchable Jeans 056
10266003,Jompers Women Mustard Yellow Solid Wide Leg Palazzos,Jompers,Women,699,5,"A pair of mustard yellow solid woven wide leg palazzos, has slip-on closure", Yellow,Jompers Women Mustard Yellow Solid Wide Leg Palazzos
10265867,CAT Grey Iris 20'' Cabin Trolley Suitcase,CAT,Unisex,4549,8,"Features:Grey cabin suitcaseOne main compartmentSpacious main compartment to keep your clothes, shoes and travel essentials.Full-zipped interior with divider wall and zipper pocket cross-straps for increased packing organizationOne inner mesh zippered pockets for convenient storage8 silent spinner wheels with 360 degree rotation for effortless mobility in any directionBag is secured with a TSA (Transportation Security Administration) recessed number lock Warranty - 2 yearsWarranty provided by Brand/Manufacturer", Grey,CAT Grey Iris 20'' Cabin Trolley Suitcase
10263037,Ishin Women Off-White & Pink Block Print Kurta with Palazzos & Dupatta,Ishin,Women,1397,7,"Off-white and pink block print kurta with palazzosOff-white and pink block printstraight calf length kurta, has a round neck, three-quarter sleeves, straight hem, side slitsOff-white and pink solid palazzos, drawstring closureOff-white and pink block printdupatta", White,Ishin Women Off-White & Pink Block Print Kurta with Palazzos & Dupatta
10266979,Levis Men Brown Solid Sneakers,Levis,Men,1399,7,"A pair of round-toe brown sneakers, has regular styling, lace-up detailSynthetic Leather upperComfort footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Brown,Levis Men Brown Solid Sneakers
10261773,Mochi Women Gold-Toned Solid Kitten Heels,Mochi,Women,1014,5,"A pair of gold-toned open toe kitten heels, has regular styling, open back detailSynthetic upperCushioned footbedTextured and patterned outsole, has a kitten heelWarranty: 1 monthWarranty provided by brand/manufacturer", Gold,Mochi Women Gold-Toned Solid Kitten Heels
10267803,Calvin Klein Jeans Men White Solid Round Neck T-shirt,Calvin Klein Jeans,Men,1559,5,"White solid T-shirt, has a round neck, and short sleeves", White,Calvin Klein Jeans Men White Solid Round Neck T-shirt
10262311,Puma Unisex Blue Flexracer Sneakers,Puma,Unisex,2024,5,"Product Design Details:A pair of round-toe blue sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer",Blue,Puma Unisex Blue Flexracer Sneakers
10262867,Pepe Jeans Men Blue Vapour Tapered Fit Low-Rise Clean Look Stretchable Jeans,Pepe Jeans,Men,1999,7,"Blue medium wash 5-pocket low-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops Design Details-GYMINDIGO- STYLISED POCKET TAPERED FIT- LOW RISE  JEANS,  PERFORMANCE DENIM WITH LAID BACK CONTROL OF JOGGER FABRIC TECHONOLOGY, LIGHTLY FADED,  ZIP FLY WITH 6  BELT  LOOPS & PUFF EMBROIDERY ON BACK POCKETS",Blue,Pepe Jeans Men Blue Vapour Tapered Fit Low-Rise Clean Look Stretchable Jeans
